SEQ,TAX
Otu007386,Bacteria;Firmicutes
Otu007387,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum
Otu007388,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007389,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007390,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007391,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007392,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007393,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007394,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007395,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007396,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
Otu007397,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007398,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007399,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007400,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu007401,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007402,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007403,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007404,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007405,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007406,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007407,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007408,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae
Otu007409,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu007410,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007411,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007412,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007413,Bacteria;Firmicutes
Otu007414,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter
Otu007415,Bacteria;Firmicutes;Bacilli
Otu007416,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007417,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007418,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu007419,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007420,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu007421,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007422,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007423,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007424,Bacteria;Firmicutes
Otu007425,Bacteria
Otu007426,Bacteria;Firmicutes
Otu007427,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007428,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu007429,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella
Otu007430,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu007431,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007432,Bacteria;Firmicutes
Otu007433,Bacteria;Firmicutes
Otu007434,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007435,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007436,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007437,Bacteria;Firmicutes
Otu007438,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007439,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007440,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu007441,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu007442,Bacteria;Firmicutes;Clostridia
Otu007443,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu007444,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu007445,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales
Otu007446,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas
Otu007447,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea
Otu007448,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu007449,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007450,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Clostridium_XI
Otu007451,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007452,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007453,Bacteria
Otu007454,Bacteria
Otu007455,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007456,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007457,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007458,Bacteria
Otu007459,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu007460,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu007461,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007462,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu007463,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007464,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu007465,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007466,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
Otu007467,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007468,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007469,Bacteria
Otu007470,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007471,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007472,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu007473,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_XlVa
Otu007474,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes
Otu007475,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007476,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007477,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007478,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007479,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007480,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007481,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium
Otu007482,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007483,Bacteria
Otu007484,Bacteria;Firmicutes;Clostridia
Otu007485,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007486,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007487,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella
Otu007488,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Clostridium_XI
Otu007489,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007490,Bacteria;Firmicutes;Clostridia
Otu007491,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus
Otu007492,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007493,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007494,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu007495,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Ruminococcus2
Otu007496,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu007497,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007498,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007499,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007500,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007501,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella
Otu007502,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007503,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
Otu007504,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007505,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007506,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007507,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus
Otu007508,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007509,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
Otu007510,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007511,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007512,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007513,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
Otu007514,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu007515,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu007516,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
Otu007517,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007518,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
Otu007519,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007520,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007521,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Akkermansia
Otu007522,Bacteria;Proteobacteria;Betaproteobacteria
Otu007523,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella
Otu007524,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007525,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007526,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu007527,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium
Otu007528,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007529,Bacteria;Proteobacteria
Otu007530,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila
Otu007531,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella
Otu007532,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007533,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007534,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007535,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007536,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007537,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007538,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007539,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007540,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007541,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu007542,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007543,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas
Otu007544,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007545,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_XlVb
Otu007546,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_XlVb
Otu007547,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007548,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007549,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
Otu007550,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007551,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007552,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007553,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007554,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007555,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007556,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007557,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu007558,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007559,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007560,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu007561,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007562,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007563,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007564,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007565,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007566,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu007567,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007568,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007569,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007570,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007571,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu007572,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas
Otu007573,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007574,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007575,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007576,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
Otu007577,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Clostridium_XI
Otu007578,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007579,Bacteria;Firmicutes
Otu007580,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007581,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
Otu007582,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007583,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007584,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_XlVb
Otu007585,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007586,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu007587,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila
Otu007588,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
Otu007589,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu007590,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007591,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007592,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007593,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas
Otu007594,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007595,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007596,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007597,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007598,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007599,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu007600,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007601,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
Otu007602,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007603,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007604,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007605,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007606,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007607,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007608,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007609,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007610,Bacteria;Actinobacteria;Actinobacteria
Otu007611,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007612,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu007613,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_XlVa
Otu007614,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007615,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007616,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae
Otu007617,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007618,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007619,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007620,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007621,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu007622,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007623,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007624,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007625,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu007626,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007627,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007628,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007629,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007630,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007631,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007632,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu007633,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Ruminococcus2
Otu007634,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu007635,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007636,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_XlVb
Otu007637,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae
Otu007638,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu007639,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007640,Bacteria;Firmicutes
Otu007641,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007642,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
Otu007643,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007644,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu007645,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae
Otu007646,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila
Otu007647,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium
Otu007648,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu007649,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007650,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007651,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007652,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007653,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu007654,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Ruminococcus2
Otu007655,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007656,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Clostridium_XVIII
Otu007657,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007658,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
Otu007659,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007660,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007661,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae
Otu007662,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu007663,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007664,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
Otu007665,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007666,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum
Otu007667,Bacteria;Firmicutes
Otu007668,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_XlVb
Otu007669,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007670,Bacteria;Proteobacteria;Gammaproteobacteria
Otu007671,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007672,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007673,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007674,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007675,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007676,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007677,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007678,Bacteria;Firmicutes
Otu007679,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007680,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu007681,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007682,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007683,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007684,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007685,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu007686,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Ruminococcus2
Otu007687,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu007688,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu007689,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007690,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu007691,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu007692,Bacteria;Actinobacteria;Actinobacteria
Otu007693,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus
Otu007694,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu007695,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
