BACTERIA_NUMBER,BACTERIA,ALGORITHM,RHO,P_VALUE,PARAMS
134,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Heliobacteriaceae,decision tree,-0.21561886900310165,0.2135044726179903,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
134,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Heliobacteriaceae,random forest,-0.014176466983973028,0.9355794181452284,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
135,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,linear regression,-0.5714285714285715,0.1802019889115274,
135,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,ridge regression,-0.5714285714285715,0.1802019889115274,
135,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,ard regression,0.1785714285714286,0.7016579425162729,
135,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,svr,0.20641305540743046,0.2341757537718304,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
135,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,decision tree,0.0051249661604826115,0.9766901491798572,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
135,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,random forest,-0.2468430247966689,0.152849728041398,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
136,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae,linear regression,0.2142857142857144,0.6445115810207203,
136,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae,ridge regression,0.2142857142857144,0.6445115810207203,
136,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae,ard regression,0.2142857142857144,0.6445115810207203,
136,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae,svr,-0.16562668090040508,0.3416733924982943,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
136,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae,decision tree,0.2326968996678636,0.17855792040747231,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
136,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae,random forest,-0.1835777521580273,0.2911409712800316,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
137,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae,linear regression,0.6071428571428572,0.1482311614811614,
137,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae,ridge regression,0.6071428571428572,0.1482311614811614,
137,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae,ard regression,0.5714285714285715,0.1802019889115274,
137,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae,svr,0.05443712335171893,0.7561133999420577,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
137,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae,decision tree,0.16388030507329054,0.34685899818188426,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
137,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae,random forest,0.3637386023330675,0.0317184405056624,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
138,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae,linear regression,0.14285714285714288,0.7599453002180929,
138,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae,ridge regression,0.14285714285714288,0.7599453002180929,
138,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae,ard regression,-0.2142857142857144,0.6445115810207203,
138,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae,svr,-0.4356909357603466,0.008893299990662866,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
138,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae,decision tree,-0.01108383048045804,0.9496126290377436,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
138,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae,random forest,-0.11848848071374014,0.4978201459738154,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
139,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__SBYG_4172,linear regression,-0.2857142857142857,0.5345092286010406,
139,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__SBYG_4172,ridge regression,-0.2857142857142857,0.5345092286010406,
139,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__SBYG_4172,ard regression,0.07142857142857144,0.8790481931481541,
139,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__SBYG_4172,svr,-0.17177324127139848,0.32380114523028897,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
139,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__SBYG_4172,decision tree,0.17212827212400286,0.3227869088090992,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
139,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__SBYG_4172,random forest,0.0356116565614514,0.8390613550753633,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
140,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Syntrophomonadaceae,linear regression,0.3214285714285715,0.4820720382996776,
140,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Syntrophomonadaceae,ridge regression,0.3214285714285715,0.4820720382996776,
140,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Syntrophomonadaceae,ard regression,-0.4285714285714287,0.337368311085824,
140,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Syntrophomonadaceae,svr,0.07488436759227769,0.6689906351849499,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
140,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Syntrophomonadaceae,decision tree,0.3178311387083145,0.06280074444747236,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
140,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Syntrophomonadaceae,random forest,0.13852093182170858,0.4274425221792564,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
141,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae,linear regression,-0.1785714285714286,0.7016579425162729,
141,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae,ridge regression,-0.1785714285714286,0.7016579425162729,
141,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae,ard regression,-0.14285714285714288,0.7599453002180929,
141,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae,svr,-0.1809390773639966,0.2982512232596737,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
141,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae,decision tree,-0.1919270302329477,0.2693648129135402,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
141,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae,random forest,-0.4018502841004757,0.016716398103763803,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
142,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Acidaminobacteraceae],linear regression,0.3571428571428572,0.4316113520383278,
142,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Acidaminobacteraceae],ridge regression,0.3571428571428572,0.4316113520383278,
142,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Acidaminobacteraceae],ard regression,0.0,1.0,
142,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Acidaminobacteraceae],svr,0.04489659657873726,0.7978778096996214,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
142,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Acidaminobacteraceae],decision tree,-0.3081187656803672,0.07174220581120344,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
142,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Acidaminobacteraceae],random forest,0.3289632849164905,0.05365869481030813,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
143,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae],linear regression,-0.2142857142857144,0.6445115810207203,
143,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae],ridge regression,-0.2142857142857144,0.6445115810207203,
143,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae],ard regression,0.14285714285714288,0.7599453002180929,
143,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae],svr,-0.30469523949599425,0.07512079366300918,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
143,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae],decision tree,-0.2720959836949741,0.11381396028510493,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
143,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae],random forest,0.3889006449211841,0.02094691631540249,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
144,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae],linear regression,-0.14285714285714288,0.7599453002180929,
144,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae],ridge regression,-0.03571428571428572,0.9394082054712856,
144,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae],ard regression,0.4285714285714287,0.337368311085824,
144,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae],svr,-0.08359054504757975,0.6330734639895027,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
144,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae],decision tree,0.033546215834695164,0.8482841824851158,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
144,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae],random forest,0.0344948713083788,0.8440456077424108,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
145,k__Bacteria; p__Firmicutes; c__Clostridia; o__Halanaerobiales; f__Halanaerobiaceae,linear regression,-0.4285714285714287,0.337368311085824,
145,k__Bacteria; p__Firmicutes; c__Clostridia; o__Halanaerobiales; f__Halanaerobiaceae,ridge regression,-0.4285714285714287,0.337368311085824,
145,k__Bacteria; p__Firmicutes; c__Clostridia; o__Halanaerobiales; f__Halanaerobiaceae,ard regression,-0.07142857142857144,0.8790481931481541,
145,k__Bacteria; p__Firmicutes; c__Clostridia; o__Halanaerobiales; f__Halanaerobiaceae,svr,-0.09073068507903308,0.6042160785979156,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
145,k__Bacteria; p__Firmicutes; c__Clostridia; o__Halanaerobiales; f__Halanaerobiaceae,decision tree,-0.14130284412472066,0.41812780812367545,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
145,k__Bacteria; p__Firmicutes; c__Clostridia; o__Halanaerobiales; f__Halanaerobiaceae,random forest,0.10772155591543303,0.537933338694369,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
146,k__Bacteria; p__Firmicutes; c__Clostridia; o__Halanaerobiales; f__Halobacteroidaceae,linear regression,0.4285714285714287,0.337368311085824,
146,k__Bacteria; p__Firmicutes; c__Clostridia; o__Halanaerobiales; f__Halobacteroidaceae,ridge regression,0.4285714285714287,0.337368311085824,
146,k__Bacteria; p__Firmicutes; c__Clostridia; o__Halanaerobiales; f__Halobacteroidaceae,ard regression,0.14285714285714288,0.7599453002180929,
146,k__Bacteria; p__Firmicutes; c__Clostridia; o__Halanaerobiales; f__Halobacteroidaceae,svr,-0.06983596128673372,0.6901601313256952,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
146,k__Bacteria; p__Firmicutes; c__Clostridia; o__Halanaerobiales; f__Halobacteroidaceae,decision tree,-0.048254568125480256,0.7831085082588047,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
146,k__Bacteria; p__Firmicutes; c__Clostridia; o__Halanaerobiales; f__Halobacteroidaceae,random forest,-0.39315784689133937,0.019467674062210408,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
147,k__Bacteria; p__Firmicutes; c__Clostridia; o__Natranaerobiales; f__,linear regression,0.2857142857142857,0.5345092286010406,
147,k__Bacteria; p__Firmicutes; c__Clostridia; o__Natranaerobiales; f__,ridge regression,0.2857142857142857,0.5345092286010406,
147,k__Bacteria; p__Firmicutes; c__Clostridia; o__Natranaerobiales; f__,ard regression,0.6071428571428572,0.1482311614811614,
147,k__Bacteria; p__Firmicutes; c__Clostridia; o__Natranaerobiales; f__,svr,0.04629636190240608,0.7917125430117136,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
147,k__Bacteria; p__Firmicutes; c__Clostridia; o__Natranaerobiales; f__,decision tree,0.1952384686647237,0.26103152764822,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
147,k__Bacteria; p__Firmicutes; c__Clostridia; o__Natranaerobiales; f__,random forest,-0.09828256397471427,0.5743247298176299,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
148,k__Bacteria; p__Firmicutes; c__Clostridia; o__Natranaerobiales; f__Anaerobrancaceae,linear regression,-0.9285714285714288,0.0025194724037946874,
148,k__Bacteria; p__Firmicutes; c__Clostridia; o__Natranaerobiales; f__Anaerobrancaceae,ridge regression,-0.9285714285714288,0.0025194724037946874,
148,k__Bacteria; p__Firmicutes; c__Clostridia; o__Natranaerobiales; f__Anaerobrancaceae,ard regression,-0.14285714285714288,0.7599453002180929,
148,k__Bacteria; p__Firmicutes; c__Clostridia; o__Natranaerobiales; f__Anaerobrancaceae,svr,-0.01696460571267971,0.92294412670981,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
148,k__Bacteria; p__Firmicutes; c__Clostridia; o__Natranaerobiales; f__Anaerobrancaceae,decision tree,-0.2988135766891312,0.08121301597637219,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
148,k__Bacteria; p__Firmicutes; c__Clostridia; o__Natranaerobiales; f__Anaerobrancaceae,random forest,-0.022574327157455647,0.8975811724704305,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
149,k__Bacteria; p__Firmicutes; c__Clostridia; o__OPB54; f__,linear regression,0.9285714285714288,0.0025194724037946874,
149,k__Bacteria; p__Firmicutes; c__Clostridia; o__OPB54; f__,ridge regression,0.9642857142857144,0.00045414916919416887,
149,k__Bacteria; p__Firmicutes; c__Clostridia; o__OPB54; f__,ard regression,0.6428571428571429,0.11939237342741095,
149,k__Bacteria; p__Firmicutes; c__Clostridia; o__OPB54; f__,svr,0.4050230206431708,0.015796926909885847,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
149,k__Bacteria; p__Firmicutes; c__Clostridia; o__OPB54; f__,decision tree,-0.0028761841419350518,0.9869170539572776,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
149,k__Bacteria; p__Firmicutes; c__Clostridia; o__OPB54; f__,random forest,-0.11442201214486625,0.5127894702044742,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
150,k__Bacteria; p__Firmicutes; c__Clostridia; o__SHA-98; f__,linear regression,-0.5,0.25316999510032273,
150,k__Bacteria; p__Firmicutes; c__Clostridia; o__SHA-98; f__,ridge regression,-0.5,0.25316999510032273,
150,k__Bacteria; p__Firmicutes; c__Clostridia; o__SHA-98; f__,ard regression,0.8571428571428573,0.01369732661532562,
150,k__Bacteria; p__Firmicutes; c__Clostridia; o__SHA-98; f__,svr,-0.3092986390418211,0.0706057361786183,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
150,k__Bacteria; p__Firmicutes; c__Clostridia; o__SHA-98; f__,decision tree,-0.0510805521100742,0.7707363187108143,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
150,k__Bacteria; p__Firmicutes; c__Clostridia; o__SHA-98; f__,random forest,0.001822260246397239,0.991710842824422,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
151,k__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__,linear regression,0.10714285714285716,0.8191508555699912,
151,k__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__,ridge regression,0.10714285714285716,0.8191508555699912,
151,k__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__,ard regression,-0.5357142857142858,0.2152174556780128,
151,k__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__,svr,0.09772175048555756,0.5765213778592291,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
151,k__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__,decision tree,0.362972848244161,0.03210644916301519,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
151,k__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__,random forest,0.22435688655856129,0.19507880847647416,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
152,k__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__Thermoanaerobacteraceae,linear regression,0.4642857142857144,0.2939341076002517,
152,k__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__Thermoanaerobacteraceae,ridge regression,0.4642857142857144,0.2939341076002517,
152,k__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__Thermoanaerobacteraceae,ard regression,0.8571428571428573,0.01369732661532562,
152,k__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__Thermoanaerobacteraceae,svr,0.24291748997048346,0.1596973037965002,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
152,k__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__Thermoanaerobacteraceae,decision tree,0.028619531154305083,0.8703612880377265,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
152,k__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__Thermoanaerobacteraceae,random forest,0.019768675492774203,0.9102553221723678,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
153,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae,linear regression,0.2142857142857144,0.6445115810207203,
153,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae,ridge regression,0.2142857142857144,0.6445115810207203,
153,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae,ard regression,-0.03571428571428572,0.9394082054712856,
153,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae,svr,-0.11821633310915748,0.4988149884328688,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
153,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae,decision tree,0.027110549234443046,0.8771433442879061,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
153,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae,random forest,0.08526758847370558,0.6262454524844305,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
154,k__Bacteria; p__Firmicutes; c__OPB54; o__; f__,linear regression,0.5357142857142858,0.2152174556780128,
154,k__Bacteria; p__Firmicutes; c__OPB54; o__; f__,ridge regression,0.5357142857142858,0.2152174556780128,
154,k__Bacteria; p__Firmicutes; c__OPB54; o__; f__,ard regression,0.0,1.0,
154,k__Bacteria; p__Firmicutes; c__OPB54; o__; f__,svr,0.23496436380789001,0.17424327532369227,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
154,k__Bacteria; p__Firmicutes; c__OPB54; o__; f__,decision tree,0.06485120718697361,0.7112921441113199,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
154,k__Bacteria; p__Firmicutes; c__OPB54; o__; f__,random forest,0.3105286788988522,0.06943598592918189,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
155,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae,linear regression,-0.6071428571428572,0.1482311614811614,
155,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae,ridge regression,-0.6071428571428572,0.1482311614811614,
155,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae,ard regression,0.07142857142857144,0.8790481931481541,
155,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae,svr,0.2443170586532124,0.15723102595854746,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
155,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae,decision tree,0.4362090811641946,0.00880346565166875,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
155,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae,random forest,0.2884403638525664,0.09288123327962516,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
156,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,linear regression,0.7857142857142859,0.03623846267982713,
156,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,ridge regression,0.7857142857142859,0.03623846267982713,
156,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,ard regression,0.6071428571428572,0.1482311614811614,
156,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,svr,0.14075430862954744,0.4199553959835732,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
156,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,decision tree,0.23251895764167274,0.1788996960214281,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
156,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,random forest,-0.26008310480047353,0.13132557070973505,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
157,k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__,linear regression,-0.14285714285714288,0.7599453002180929,
157,k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__,ridge regression,-0.14285714285714288,0.7599453002180929,
157,k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__,ard regression,0.2857142857142857,0.5345092286010406,
157,k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__,svr,0.2871786423533276,0.09438372955245156,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
157,k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__,decision tree,-0.1761774447705972,0.3113594507229213,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
157,k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__,random forest,-0.007294159335342344,0.9668286384379642,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
158,k__Bacteria; p__Gemmatimonadetes; c__JL-ETNP-Z39; o__; f__,linear regression,0.0,1.0,
158,k__Bacteria; p__Gemmatimonadetes; c__JL-ETNP-Z39; o__; f__,ridge regression,0.0,1.0,
158,k__Bacteria; p__Gemmatimonadetes; c__JL-ETNP-Z39; o__; f__,ard regression,-0.7857142857142859,0.03623846267982713,
158,k__Bacteria; p__Gemmatimonadetes; c__JL-ETNP-Z39; o__; f__,svr,0.13570734138785054,0.4369793993652167,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
158,k__Bacteria; p__Gemmatimonadetes; c__JL-ETNP-Z39; o__; f__,decision tree,0.016011238481763626,0.9272626662848964,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
158,k__Bacteria; p__Gemmatimonadetes; c__JL-ETNP-Z39; o__; f__,random forest,0.054979016205790716,0.7537602852400968,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
159,k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales; f__Victivallaceae,linear regression,-0.2857142857142857,0.5345092286010406,
159,k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales; f__Victivallaceae,ridge regression,-0.2857142857142857,0.5345092286010406,
159,k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales; f__Victivallaceae,ard regression,-0.1785714285714286,0.7016579425162729,
159,k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales; f__Victivallaceae,svr,-0.3345017732969126,0.04952305908433152,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
159,k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales; f__Victivallaceae,decision tree,0.11695340023623768,0.5034448263009004,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
